epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.75875,0.5908306,0.560575740262866,0.844375,0.69794846,0.4680302795767784
1,0.83515626,0.7079053,0.47871362045407295,0.863125,0.74875015,0.4460547858476639
2,0.8484375,0.76314086,0.4561224430799484,0.855625,0.76853746,0.44501325458288193
3,0.8534375,0.7845797,0.44723217234015467,0.8675,0.7990413,0.4262211261689663
4,0.85515624,0.8115521,0.43558262020349503,0.86875,0.79826486,0.44160475209355354
5,0.85796875,0.8240824,0.42906406238675115,0.86625,0.79694635,0.4368394023180008
6,0.85828125,0.8320196,0.4261534199491143,0.866875,0.8136757,0.4270132358372212
7,0.86796874,0.844624,0.4182542623579502,0.864375,0.8198088,0.41644098207354546
8,0.8665625,0.85200584,0.4142608827725053,0.86875,0.828296,0.46242977529764173
9,0.86875,0.8498743,0.4144702958315611,0.865,0.82024354,0.42451431825757024
10,0.869375,0.8569483,0.41103170175105336,0.859375,0.8309553,0.41834271132946016
11,0.8723438,0.8643028,0.40699322272092103,0.87625,0.8105832,0.42033261209726336
12,0.8684375,0.8608999,0.40930768877267837,0.869375,0.8370283,0.40854285657405853
13,0.87375,0.86860955,0.4045570919290185,0.87625,0.8416261,0.4080825139582157
14,0.87421876,0.87079394,0.4030967280268669,0.869375,0.84640574,0.4157439662516117
15,0.875,0.8782656,0.39969302639365195,0.850625,0.8469401,0.4414647376537323
16,0.8751562,0.87864816,0.39895517356693744,0.873125,0.8451773,0.4050965049862862
17,0.875625,0.8807692,0.3981958208233118,0.876875,0.84765476,0.40745647698640824
18,0.8796875,0.8850478,0.3940042404457927,0.879375,0.8379912,0.4078284318745136
19,0.87890625,0.88580656,0.3933840786293149,0.861875,0.8397288,0.4252410247921944
20,0.8846875,0.88836795,0.390664919950068,0.88,0.8413525,0.40728922709822657
21,0.8825,0.8918077,0.3900630019977689,0.873125,0.8529071,0.4061555814743042
22,0.8825,0.8926877,0.3877615889906883,0.860625,0.8401699,0.41401471018791197
23,0.8803125,0.8908928,0.3912681334093213,0.883125,0.84778297,0.4051926225423813
24,0.8840625,0.8980229,0.38630656369030475,0.86375,0.849658,0.41437864154577253
25,0.88609374,0.89460224,0.3874998379126191,0.88,0.84432346,0.4008301918208599
26,0.888125,0.8969183,0.3851330973953009,0.876875,0.8494715,0.402660394012928
27,0.88671875,0.8968269,0.3856725950539112,0.875625,0.85111886,0.40315359517931937
28,0.89015627,0.9031822,0.38091439884155986,0.8725,0.8495931,0.40225976034998895
29,0.88734376,0.9007483,0.3832825577631593,0.876875,0.8554337,0.39889602541923525
30,0.8884375,0.90564924,0.38023790787905454,0.844375,0.83982205,0.4337278071045876
31,0.8903125,0.9085594,0.37798996962606907,0.856875,0.84844846,0.4248902612924576
0,0.91869557,0.9684583,0.3152833631894992,0.874375,0.85964566,0.3949782134592533
1,0.9170203,0.96755314,0.28895048386075545,0.876875,0.8635226,0.3916777992248535
2,0.9202591,0.9680455,0.28322566902235413,0.875625,0.8611145,0.395513641834259
3,0.92260444,0.9651567,0.2843997703417087,0.878125,0.8574006,0.3978374972939491
4,0.9232745,0.9681573,0.28184853580372393,0.87375,0.8526953,0.40288561657071115
5,0.92349786,0.9677196,0.281706115231334,0.87625,0.86234784,0.396880207657814
6,0.9231628,0.9691664,0.27993705601119184,0.87,0.8544598,0.4032320906221867
7,0.92372125,0.9682404,0.27948239747237646,0.875,0.85553646,0.39639136210083964
8,0.9271834,0.97030365,0.2775196284421832,0.8825,0.8486525,0.40268425196409224
9,0.92349786,0.970917,0.27789944430960056,0.880625,0.8541009,0.41656163081526754
10,0.92539644,0.96934074,0.2783702805102444,0.878125,0.84901613,0.4051444560289383
11,0.9231628,0.96989614,0.27836765677422476,0.881875,0.85652465,0.3959409974515438
12,0.92472637,0.9705835,0.2785586204903185,0.873125,0.84733063,0.40575911924242974
13,0.92461467,0.9685933,0.27849415685546325,0.875625,0.83706623,0.4066834366321564
14,0.92372125,0.9701585,0.2784855328342173,0.829375,0.84866667,0.47090971380472185
15,0.9232745,0.9687328,0.2787628537919709,0.874375,0.85142887,0.40128616750240326
16,0.9251731,0.9718157,0.27635723837044507,0.83125,0.8364307,0.46522127151489256
17,0.924503,0.96912324,0.2768340751758398,0.880625,0.8495473,0.39980704709887505
18,0.92673665,0.97130036,0.27625709065827564,0.875,0.8352733,0.40870669633150103
19,0.92126423,0.96674335,0.27975467150968075,0.881875,0.84940183,0.39696807131171225
20,0.9274067,0.9708641,0.27626564769252804,0.884375,0.84381115,0.40188120752573014
21,0.9250614,0.9695735,0.27809635905754043,0.880625,0.8530526,0.40669799730181694
22,0.9261782,0.97020656,0.27567557182752955,0.88,0.85264945,0.3979648491740227
23,0.9275184,0.97139657,0.27570360964207824,0.876875,0.85976905,0.3938514792919159
24,0.92807686,0.9726536,0.2744273475958136,0.88375,0.8385018,0.40385409027338026
25,0.9272951,0.9755664,0.27170200189602595,0.87625,0.840913,0.4038452383875847
26,0.9275184,0.97365445,0.27303213436262186,0.85,0.8459204,0.4319871184229851
27,0.93098056,0.9732669,0.2730969998129303,0.868125,0.8523221,0.4026897609233856
28,0.9335492,0.97774166,0.2689639292931967,0.881875,0.85377675,0.39474365472793577
29,0.9399151,0.98108226,0.26584902206035976,0.8425,0.8428799,0.438735858798027
30,0.9352245,0.97995883,0.26656426663760335,0.8775,0.85707647,0.4049305826425552
31,0.936453,0.98102206,0.26553795438260674,0.881875,0.8575065,0.39637248173356054
0,0.92059416,0.96734357,0.2847371262606164,0.875625,0.86427826,0.39261832579970357
1,0.922046,0.96965295,0.2821960470120982,0.875,0.8650436,0.39188274592161176
